"","user_id","mail_id","mail_category","mail_type","sent_time","open_time","click_time","unsubscribe_time","last_online","hacker_created_at","hacker_timezone","clicked","contest_login_count","contest_login_count_1_days","contest_login_count_30_days","contest_login_count_365_days","contest_login_count_7_days","contest_participation_count","contest_participation_count_1_days","contest_participation_count_30_days","contest_participation_count_365_days","contest_participation_count_7_days","forum_comments_count","forum_count","forum_expert_count","forum_questions_count","hacker_confirmation","ipn_count","ipn_count_1_days","ipn_count_30_days","ipn_count_365_days","ipn_count_7_days","ipn_read","ipn_read_1_days","ipn_read_30_days","ipn_read_365_days","ipn_read_7_days","opened","submissions_count","submissions_count_1_days","submissions_count_30_days","submissions_count_365_days","submissions_count_7_days","submissions_count_contest","submissions_count_contest_1_days","submissions_count_contest_30_days","submissions_count_contest_365_days","submissions_count_contest_7_days","submissions_count_master","submissions_count_master_1_days","submissions_count_master_30_days","submissions_count_master_365_days","submissions_count_master_7_days","unsubscribed"
"59","sbCZeiS/mWP/ApfWeZF5BW746yviWZejcjqW9uxHp5A=","9P3eFEduaJSCFRYju+jRkl8R9fPGjsdI+byuQViI+mA=","mail_category_13","mail_type_2",1462729688,NA,NA,NA,1462444004,1432358440,18000,"false",3,0,1,3,1,6,0,4,6,2,4,4,0,0,"true",11,0,1,11,1,1,0,0,1,0,"false",66,0,63,66,61,60,0,60,60,60,6,0,3,6,1,"false"
"60","/UB0dtWrQGLldpxataAo2Pzc8ysEyim6dLKz6yWC6OE=","9P3eFEduaJSCFRYju+jRkl8R9fPGjsdI+byuQViI+mA=","mail_category_13","mail_type_2",1462729691,NA,NA,NA,1462565241,1432404181,-14400,"false",29,0,1,29,1,55,0,5,55,4,20,26,2,4,"true",149,0,5,149,3,35,0,0,35,0,"false",597,0,20,597,9,306,0,18,306,7,291,0,2,291,2,"false"
"61","R8EnmcfYbMs6ehbZZ4cWG0h8khWZEnKrYs8vCJDDFh0=","9P3eFEduaJSCFRYju+jRkl8R9fPGjsdI+byuQViI+mA=","mail_category_13","mail_type_2",1462729699,1462832717,1462853769,NA,1462358148,1433141662,36000,"true",1,0,0,1,0,2,0,1,2,1,0,0,0,0,"true",22,1,6,22,6,1,0,0,1,0,"true",18,0,0,18,0,0,0,0,0,0,18,0,0,18,0,"false"
"62","e3V0R0j99lC1aKpMIGCAqbpeSyp6zKV2o6pvkdvgNE0=","9P3eFEduaJSCFRYju+jRkl8R9fPGjsdI+byuQViI+mA=","mail_category_13","mail_type_2",1462729701,NA,NA,NA,1462690146,1433590884,10800,"false",3,0,2,3,1,3,0,2,3,1,0,0,0,0,"true",8,0,1,8,1,1,0,0,1,0,"false",68,0,66,68,14,1,0,1,1,1,67,0,65,67,13,"false"
"63","trJFMzSX5RKbbbWLia0cPSufGgHOz2Q0RmClmHQ65Nw=","9P3eFEduaJSCFRYju+jRkl8R9fPGjsdI+byuQViI+mA=","mail_category_13","mail_type_2",1462729705,1462772400,1462772405,NA,1462728714,1433243705,-18000,"true",2,0,1,2,1,2,0,1,2,1,0,0,0,0,"true",24,1,6,24,6,5,1,5,5,5,"true",28,1,7,28,7,0,0,0,0,0,28,1,7,28,7,"false"
"64","sbCZeiS/mWP/ApfWeZF5BW746yviWZejcjqW9uxHp5A=","HdXgapq2+F9UfnjsgsUDWd2hV8wlLhaeDp3Ru+E+zsY=","mail_category_13","mail_type_2",1462465484,NA,NA,NA,1462444004,1432358440,18000,"false",3,0,1,3,1,6,1,4,6,2,4,4,0,0,"true",10,0,0,10,0,1,0,0,1,0,"false",66,4,63,66,61,60,3,60,60,60,6,1,3,6,1,"false"
"65","/UB0dtWrQGLldpxataAo2Pzc8ysEyim6dLKz6yWC6OE=","HdXgapq2+F9UfnjsgsUDWd2hV8wlLhaeDp3Ru+E+zsY=","mail_category_13","mail_type_2",1462465489,NA,NA,NA,1462305984,1432404181,-14400,"false",29,0,1,29,1,55,0,5,55,4,20,26,2,4,"true",147,0,3,147,1,35,0,0,35,0,"false",597,0,20,597,18,306,0,18,306,16,291,0,2,291,2,"false"
"66","hHmWDOKQhUXvmn+lszgA5zSrkm+CkiMU19MMtCZd0ZA=","HdXgapq2+F9UfnjsgsUDWd2hV8wlLhaeDp3Ru+E+zsY=","mail_category_13","mail_type_2",1462465497,NA,NA,NA,1461299351,1433507842,18000,"false",1,0,0,1,0,2,0,1,2,0,0,0,0,0,"true",2,0,0,2,0,0,0,0,0,0,"false",1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,"false"
"67","/7Fkl2LVJ8g08PlagGDHXPSYEf91vgmbwNSiFnx2Chk=","BL3z4RtiyfIDydaRYWX2ZXL6IX10QH1yG5ak1s/8Lls=","mail_category_1","mail_type_1",1462531320,NA,NA,NA,1462440322,1432716153,18000,"false",17,0,1,17,1,29,0,5,29,1,3,3,0,0,"true",48,0,0,48,0,17,0,0,17,0,"false",231,0,3,231,1,202,0,1,202,0,29,0,2,29,1,"false"
"68","4w5bgdUm43Gl3TPQHXkXcsM0nrVHU1CYU5UrD+bzhVs=","LG4wffxXh6OaTjM97uF/G0hGy/5MQ+S+xh6omViTZlM=","mail_category_3","mail_type_1",1458495026,1458521154,NA,NA,1458070407,1431987388,-25200,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",2,0,0,2,0,0,0,0,0,0,"true",2,0,1,2,0,0,0,0,0,0,2,0,1,2,0,"false"
"69","Py1YqLsVr0kHRWtzE/LENGZB1H9T8Xr7lO+Iz243OqU=","qE9zgWiITYA97RUiN4X/t9IVWLViLz+lKijaYegyBiQ=","mail_category_1","mail_type_1",1458348086,NA,NA,NA,1458239149,1433265144,-18000,"false",20,0,1,20,0,80,0,5,80,1,0,0,0,0,"true",76,0,2,76,0,16,0,0,16,0,"false",714,0,20,714,2,253,0,10,253,1,461,0,10,461,1,"false"
"70","JrM/2kSutceQW7RL1szYrUKYp8sjBpRmPMr4+qRGIkE=","MHdaCOtTkdy+D1v0AWNNrRfkPRLeh7cDhSUSy76C6hs=","mail_category_3","mail_type_1",1462782689,1462801164,NA,NA,1462520916,1433154600,18000,"false",16,0,0,16,0,17,0,0,17,0,0,0,0,0,"true",16,0,1,16,0,1,0,0,1,0,"true",186,0,0,186,0,121,0,0,121,0,65,0,0,65,0,"false"
"71","4egdPlvR4vlAelyCFyjniCHyllVHkzbfU6GLJ0lWTMo=","MaAV3eCcoHSu9q0J4HZlPJbo+UcfGbxsyYsY8JPVoHY=","mail_category_9","mail_type_1",1462361731,NA,NA,NA,1459163576,1431804913,3600,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"false",8,0,0,8,0,0,0,0,0,0,"false",4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,"false"
"72","sdBKKKBFNFMrzY64wiDZjLLcvqx0INJtHXJgfAUJC4E=","8Vy+fplqaMJkjy75NIZkmnek3++6ipgBU1RyLLubUso=","mail_category_6","mail_type_1",1463479572,NA,NA,NA,1461576269,1432352288,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",8,0,1,8,0,0,0,0,0,0,"false",5,0,5,5,0,0,0,0,0,0,5,0,5,5,0,"false"
"73","STmLoBQdbpgC88S4iRa+3ZXqtZtaW1NWz6eNQTEARvM=","d6i6KGr3YIbTSFgf3TwfH4a22JS09U/oHBsrFiuA674=","mail_category_4","mail_type_1",1462362621,NA,NA,NA,1461754288,1432038757,18000,"false",4,0,0,4,0,9,0,1,9,0,0,0,0,0,"true",44,1,9,44,7,3,0,0,3,0,"false",27,0,3,27,0,1,0,0,1,0,26,0,3,26,0,"false"
"74","V56L6SCgnXzcyNxBXun2HnokB5Ey1xWuirLBzAJyOrc=","aY2hFPpQ65yiLs6HDjQF5fkWWyhuiXkVprZBYWYBUr0=","mail_category_4","mail_type_1",1463482260,NA,NA,NA,1462876885,1433604073,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",29,0,10,29,7,0,0,0,0,0,"false",2,0,1,2,0,0,0,0,0,0,2,0,1,2,0,"false"
"75","R35fG2FtGsNTj9Bsc/ZA5cnoblwSzOr9R2XAweIBSEI=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1463485519,1463496436,1463496454,NA,1463395310,1433010802,18000,"true",2,0,1,2,1,2,0,1,2,1,0,0,0,0,"true",16,0,9,16,9,0,0,0,0,0,"true",11,0,2,11,2,2,0,2,2,2,9,0,0,9,0,"false"
"76","yeOVrQ0q5kozWgq19TQ/t8b9cSzaLYtLyGvkeClMbrI=","LG4wffxXh6OaTjM97uF/G0hGy/5MQ+S+xh6omViTZlM=","mail_category_3","mail_type_1",1463031062,NA,NA,NA,1462770267,1432482781,18000,"false",2,0,0,2,0,13,0,1,13,0,0,0,0,0,"true",74,0,11,74,1,27,0,1,27,1,"false",57,0,21,57,0,6,0,0,6,0,51,0,21,51,0,"false"
"77","1Ddc37Skrpu1/D+v703vgOcocPhHsy0nwtVf80SXGvo=","UqjHLTfci2jErniqKM2JHBn8DurSys3+UlZOpSa32t4=","mail_category_3","mail_type_1",1462530700,NA,NA,NA,1462268989,1433251485,18000,"false",2,0,1,2,1,6,0,1,6,1,0,0,0,0,"true",38,1,6,38,4,0,0,0,0,0,"false",21,0,9,21,9,8,0,0,8,0,13,0,9,13,9,"false"
"78","IhJQdmJW3n5jYJcMlWrTHGymS1PSdfytmEZKuMcrtOE=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1462531276,1462531833,NA,NA,1462442131,1431918672,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",18,1,10,18,7,3,0,2,3,0,"true",3,0,3,3,2,0,0,0,0,0,3,0,3,3,2,"false"
"79","UdcVxK2aIBJ0F5CCfRY4R0YuYIbxEy78vxPP7OoQoiM=","qE9zgWiITYA97RUiN4X/t9IVWLViLz+lKijaYegyBiQ=","mail_category_1","mail_type_1",1462531284,NA,NA,NA,1462444656,1433418096,18000,"false",9,0,0,9,0,12,0,0,12,0,0,0,0,0,"true",59,0,22,59,0,1,0,0,1,0,"false",292,0,1,292,1,124,0,0,124,0,168,0,1,168,1,"false"
"80","6JHdhxG6+rFChO8maSQEIEpL6JCOQmRdW9SCuf6iS8g=","Vizsx+wb5WOpKXU97DHmHdVquW8NGYX0JxzYYEumGMw=","mail_category_4","mail_type_1",1462355440,NA,NA,NA,1461748384,1432055613,18000,"false",4,0,0,4,0,6,0,0,6,0,0,0,0,0,"true",96,3,7,96,3,14,0,0,14,0,"false",50,0,12,50,0,2,0,0,2,0,48,0,12,48,0,"false"
"81","jw71fYY1oA64JF4dGGML31taBzyXtTQuG1N7GQVrSZg=","mMixFvhdIpfibc4mx8fJIUIUScwKQC3RSOnJskqJNMc=","mail_category_1","mail_type_1",1462527724,NA,NA,NA,1462437928,1432011992,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",20,0,7,20,3,0,0,0,0,0,"false",90,0,4,90,4,0,0,0,0,0,90,0,4,90,4,"false"
"82","eo/pPkY8q/XH6T8ym8/zkSlDCwCnCSsSM95tewXwo+E=","y2LsyqLAmrU6PI/iGQeC2wHL+q1FCYx6/Sx0RQP27yE=","mail_category_14","mail_type_1",1461230152,NA,NA,NA,1456038917,1433055734,18000,"false",4,0,0,4,0,4,0,0,4,0,0,0,0,0,"true",28,0,2,28,2,0,0,0,0,0,"false",26,0,0,26,0,0,0,0,0,0,26,0,0,26,0,"false"
"83","wX8HjUYwlOzTUTwmOFWeJuW82d5SfDiQCKAgYWgB6aY=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1462933326,NA,NA,NA,1462869487,1433220842,18000,"false",5,0,1,5,1,7,0,1,7,1,1,1,0,0,"true",37,2,23,37,8,23,1,11,23,1,"false",40,0,19,40,0,2,0,0,2,0,38,0,19,38,0,"false"
"84","Irt3M/DxAlq3htjlCYp35SkuXST4UpYG3stsU4bVAdo=","K0y/NW59TJkYc5y0HUwDeAXrewYT0JQlkcozz0s2V5Q=","mail_category_4","mail_type_1",1462280091,1462281924,NA,NA,1461665872,1431953345,18000,"false",2,0,1,2,0,2,0,1,2,0,0,0,0,0,"true",10,0,0,10,0,0,0,0,0,0,"true",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"false"
"85","1MGSIAttKHGVywYaEbVpy1wYJKoU8Giy8nVL/oXtQ8U=","ysaO7vpa6mHKl7p87WdmL+jrvp7lpQeCBQ3xqtTB9Z0=","mail_category_13","mail_type_2",1462203816,NA,NA,NA,1462109739,1433735483,18000,"false",4,0,1,4,0,11,0,7,11,0,0,0,0,0,"true",39,1,20,39,7,15,0,8,15,0,"false",196,0,158,196,39,9,0,3,9,0,187,0,155,187,39,"false"
"86","UWa+w21leEpPW3UR3mAuzGXy7UhJOIOP1NZ/HREfwI8=","ysaO7vpa6mHKl7p87WdmL+jrvp7lpQeCBQ3xqtTB9Z0=","mail_category_13","mail_type_2",1462203831,NA,NA,NA,1462160678,1432022974,18000,"false",5,0,1,5,1,9,0,4,9,1,0,0,0,0,"true",42,1,20,42,7,3,0,2,3,1,"false",95,0,56,95,22,0,0,0,0,0,95,0,56,95,22,"false"
"87","GsHCdSCoRgOJa4bbpKjCpre7R3A4fud2WiqtbGW7gtk=","ysaO7vpa6mHKl7p87WdmL+jrvp7lpQeCBQ3xqtTB9Z0=","mail_category_13","mail_type_2",1462203837,NA,NA,NA,1462203510,1433479576,18000,"false",25,0,2,25,1,35,0,3,35,2,0,0,0,0,"true",75,0,0,75,0,0,0,0,0,0,"false",69,0,0,69,0,42,0,0,42,0,27,0,0,27,0,"false"
"88","lsa8zJM05ttmtSfKSotR1/E/jk9rDk6RGPM6LKzo70Y=","XwklSsNdnKgeAnHTS7eJGNS4zX0J5yxG26/WULrOBzQ=","mail_category_3","mail_type_1",1462951872,NA,NA,NA,1462691925,1432855183,-25200,"false",17,0,1,17,0,30,0,3,30,0,3,3,0,0,"true",133,0,31,133,2,131,0,29,131,0,"false",393,0,38,393,4,121,0,4,121,4,272,0,34,272,0,"false"
"89","teeQfbAUyGg/nR/3y29QqGK9XKRUeeu39NAcPCUVYmU=","HJ/PiwKTQhp2aFoelZPYTAJACt1V8lQxJedvnMAi4d4=","mail_category_7","mail_type_1",1462956921,1462978858,NA,NA,1461657841,1433414351,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",31,1,16,31,7,0,0,0,0,0,"true",54,0,1,54,0,0,0,0,0,0,54,0,1,54,0,"false"
"90","daj4AT0ObopVPAjkgxUs/2AH8CeXyw642lYqiP3MCYk=","mMixFvhdIpfibc4mx8fJIUIUScwKQC3RSOnJskqJNMc=","mail_category_1","mail_type_1",1463035329,NA,NA,NA,1462946146,1432019747,18000,"false",1,0,0,1,0,2,0,1,2,0,0,0,0,0,"false",30,0,9,30,2,2,0,0,2,0,"false",167,0,24,167,13,0,0,0,0,0,167,0,24,167,13,"false"
"91","AS0oHvK+2dYZi0YRUDWO2GAhNhXM/Y9ma73TQT9+nhE=","BL3z4RtiyfIDydaRYWX2ZXL6IX10QH1yG5ak1s/8Lls=","mail_category_1","mail_type_1",1462657271,1462658433,NA,NA,1462565793,1433458421,-25200,"false",2,0,1,2,1,2,0,1,2,1,0,0,0,0,"true",8,0,0,8,0,0,0,0,0,0,"true",42,0,42,42,21,0,0,0,0,0,42,0,42,42,21,"false"
"92","8FI+lYWec8f0cGjOTlEjgZheHPCnEqY2MtJ9jZSbCmI=","BL3z4RtiyfIDydaRYWX2ZXL6IX10QH1yG5ak1s/8Lls=","mail_category_1","mail_type_1",1463395418,NA,NA,NA,1463305424,1433184389,7200,"false",4,0,0,4,0,4,0,0,4,0,0,0,0,0,"true",32,0,5,32,3,16,0,0,16,0,"false",74,0,0,74,0,17,0,0,17,0,57,0,0,57,0,"false"
"93","B9Hk8Tuj/mt0k9KVQPW4tMPEd3goQdVQsX2DpvTHhZE=","Nl7XRLw12X0DH7Gsz9bb7fM6mHcSz9iOZGx6I54Yd2s=","mail_category_7","mail_type_1",1463036136,1463496974,NA,NA,1461740069,1431757777,18000,"false",4,0,0,4,0,6,0,1,6,0,0,0,0,0,"true",18,0,1,18,1,0,0,0,0,0,"true",17,0,0,17,0,4,0,0,4,0,13,0,0,13,0,"false"
"94","1XYMcONaNgeW/X7bNB3mHHnupi7CXLW/vqVdv7uJF38=","mMixFvhdIpfibc4mx8fJIUIUScwKQC3RSOnJskqJNMc=","mail_category_1","mail_type_1",1463398084,1463540740,NA,NA,1463288288,1431915219,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",55,0,8,55,3,3,0,0,3,0,"true",79,0,4,79,0,0,0,0,0,0,79,0,4,79,0,"false"
"95","Hc8ftMi/alp6dmGJtD5TeeWNpY4kQmRLCzAwNPgkzLE=","UvOenEw0mOKV9CkXtIHS8mtTRo9l4JHH/r+UKU6ciwA=","mail_category_15","mail_type_3",1462889942,NA,NA,NA,1462176922,1432288542,18000,"false",1,0,0,1,0,2,0,0,2,0,0,0,0,0,"true",16,0,0,16,0,0,0,0,0,0,"false",16,0,3,16,0,0,0,0,0,0,16,0,3,16,0,"false"
"96","c+2z0wxktI4B780FDrmD2FuiPDEKrA9YnvohRalJv+w=","UvOenEw0mOKV9CkXtIHS8mtTRo9l4JHH/r+UKU6ciwA=","mail_category_15","mail_type_3",1462889942,NA,NA,NA,1462688027,1433517931,18000,"false",15,0,1,15,0,20,0,3,20,0,0,0,0,0,"true",51,0,2,51,0,4,0,2,4,0,"false",80,0,24,80,0,26,0,3,26,0,54,0,21,54,0,"false"
"97","c+2z0wxktI4B780FDrmD2FuiPDEKrA9YnvohRalJv+w=","BL3z4RtiyfIDydaRYWX2ZXL6IX10QH1yG5ak1s/8Lls=","mail_category_1","mail_type_1",1463211835,NA,NA,NA,1463122878,1433517931,18000,"false",15,0,1,15,0,20,0,1,20,0,0,0,0,0,"true",54,1,4,54,3,5,0,2,5,1,"false",80,0,18,80,0,26,0,1,26,0,54,0,17,54,0,"false"
"98","1g0a5jAV6kJ6huI+B21R8AxLIRWYKFj8nRAXKdgAGsA=","NBvqbTnGrXxvN6N2xgjGwX5u3KfTZVzawj07OS8ragc=","mail_category_8","mail_type_1",1463212987,NA,NA,NA,1458663913,1432742880,18000,"false",3,0,0,3,0,5,0,0,5,0,0,1,0,1,"true",43,0,8,43,3,1,0,0,1,0,"false",109,0,0,109,0,1,0,0,1,0,108,0,0,108,0,"false"
"99","W4pvgZ7MamDEF1S1ZsP6TbUzbytBzebg+6JFRSnH7xg=","UvOenEw0mOKV9CkXtIHS8mtTRo9l4JHH/r+UKU6ciwA=","mail_category_15","mail_type_3",1462890137,NA,NA,NA,1460108452,1433703817,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",50,0,19,50,0,1,0,0,1,0,"false",32,0,0,32,0,0,0,0,0,0,32,0,0,32,0,"false"
"100","5dNKcOCHUe9dHlwVsear/PBHoV+t6nsAdbrCP5PSq80=","UvOenEw0mOKV9CkXtIHS8mtTRo9l4JHH/r+UKU6ciwA=","mail_category_15","mail_type_3",1462890192,NA,NA,NA,1462815018,1432100879,-25200,"false",1,0,0,1,0,3,0,2,3,1,0,0,0,0,"true",8,0,1,8,1,0,0,0,0,0,"false",4,0,1,4,1,0,0,0,0,0,4,0,1,4,1,"false"
